Entity Identifier;EntityType Identifier;Categories;File name (file_name);Image stock number (eth_image_stock_number);Photographer (eth_photographer);"Title (title;en)";"Description (description;en)";Dating (eth_dating);"Is part of (eth_is_part_of;en)";Impressum (eth_imprint);"Physical description (eth_physical_description;en)";"Dimension (eth_dimension;en)";Special size (eth_special_dimensions);"Orientation (eth_form;en)";"Colour (eth_colour;en)";DOI Link (eth_doi_link);License (eth_license);"Availabilty (eth_availability;en)";"Copyright notice (eth_copyright_notice;en)";"Comments (eth_comments;en)"
b6bd58f5-1976-4e3a-9ca4-0cbd87895645;AssetSet;fe49158e-498e-479b-a695-36e2bf25e182, bf8854cf-327e-471d-a270-2af6c26d2a9a, 863d5565-bfc6-44a2-a84e-021f47583fd9, b480bf6d-91eb-486b-9654-b6c05fb6ba9f, 91edf726-2a65-4912-baf5-1c0a5974aa94, 36c5613e-aa5a-4173-962d-796f0df8cf68, e05109ad-b02e-4346-9177-d520d5de4a7a, b897d367-329d-4437-8bd4-619b8575f47c, 676abce2-153e-46bd-8b0a-41f018449fdf, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 04d8e311-b1b7-47fa-bb30-64ec17181a6e, 180f7c2c-afe6-4cc1-b3a1-45311043b437, f0734acf-748c-4445-8364-efd2908da4a0, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 05a01383-41e1-4c07-9e45-dbe5eb5bab35, e334a879-6648-4907-9ad6-a86d3d587f94, 4b06175f-fc14-4e99-8b8b-37dfe1f9113b, 14709f32-a727-4799-b324-b28d66e34913, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, e669b15b-4bf7-480d-9b28-29c1bbafdb63, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09765-02-07.tif;09765:02:07;Swissair, Fotograf;First landing of the Boeing 747 B (Jumbo) of TWA in Zurich-Kloten;The first B747 arrived in Zurich as part of a TWA training program, the main purpose of which was to familiarize technical ground staff at the airports of London, Paris, Frankfurt, Zurich, Geneva, Rome, Milan, Athens, Madrid and Lisbon with the new aircraft;08.02.1970;B 747 of TWA, details, 1970. reportage with 62 pictures (selection digitized, no additional motifs available);;Photography : negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000246910;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09765-02-07;Werner Liechti: On the morning of February 8, 1970, a new era began for Kloten when TWA's Boeing 747 N93103 touched down on the blind runway. The mighty aircraft came to Zurich as part of a TWA training program, the primary purpose of which was to familiarize technical ground personnel at the airports of London, Paris, Frankfurt, Zurich, Geneva, Rome, Milan, Athens, Madrid and Lisbon with the new aircraft. TWA became the first carrier to begin operations on domestic U.S. routes with the B-747 on Feb. 25. Regular service over the North Atlantic also began on March 18. Zurich, however, is not served by the B-747s of TWA and Swissair until [1971]. Source: Ulrich Haller in Cockpit March 1970.
7aafffd0-30ea-49d2-9df3-3d21490e6fa0;AssetSet;663274fb-4e6f-4a90-8ea0-7b601795caf6, 77a3ee99-b602-44b1-95cd-9a0300205fe7, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, d54223df-d85d-4b78-bc22-77f898f719b3, e334a879-6648-4907-9ad6-a86d3d587f94, 6faea85b-73b6-4e2f-a4d6-bfe56859cdea, 8f60a9fb-78ea-477b-8b87-a624be80f28d, e49f950a-c967-4c85-a98f-9e9cdb35b799, bf8854cf-327e-471d-a270-2af6c26d2a9a, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09846.tif;09846;Swissair, Fotograf;Swissair air travel office Amsterdam with large format Cibachrom prints of Eiger, Mönch and Jungfrau;(Repro);ca. 1970;;;Reproduction photography : negative;6 x 9 cm;;Horizontal;black and white;http://doi.org/10.3932/ethz-a-000250146;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09846;
65efe8fe-fab6-4581-a138-afa0edb6ce1c;AssetSet;41feb4b8-55db-4665-8455-927f734544f3, 676abce2-153e-46bd-8b0a-41f018449fdf, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 863d5565-bfc6-44a2-a84e-021f47583fd9, 180f7c2c-afe6-4cc1-b3a1-45311043b437, fe49158e-498e-479b-a695-36e2bf25e182, bf8854cf-327e-471d-a270-2af6c26d2a9a, 14709f32-a727-4799-b324-b28d66e34913, e669b15b-4bf7-480d-9b28-29c1bbafdb63, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 04d8e311-b1b7-47fa-bb30-64ec17181a6e, 62fc0754-20c9-41af-838e-2cb2770ff725, e334a879-6648-4907-9ad6-a86d3d587f94, 36c5613e-aa5a-4173-962d-796f0df8cf68, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, e05109ad-b02e-4346-9177-d520d5de4a7a, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09893-09.tif;09893:09;Swissair, Fotograf;Swissair Boeing 747-257 B (Jumbo) on take-off from Zurich-Kloten;;09.04.1971;;;Photography : negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000246950;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09893-09;
b56b0b72-6829-4169-826e-facbb8d6f028;AssetSet;99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, fe49158e-498e-479b-a695-36e2bf25e182, 180f7c2c-afe6-4cc1-b3a1-45311043b437, b9820a39-b916-44d3-b0c9-18bb9e337a56, a1e3d972-36d1-4e73-854a-8142d489d109, 863d5565-bfc6-44a2-a84e-021f47583fd9, 190034d4-940d-4004-89a6-5d9f6a8a5496, 36c5613e-aa5a-4173-962d-796f0df8cf68, 676abce2-153e-46bd-8b0a-41f018449fdf, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, e669b15b-4bf7-480d-9b28-29c1bbafdb63, bf8854cf-327e-471d-a270-2af6c26d2a9a, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 640731e5-d54a-44ca-a25b-8cbc4b603e66, 33e35255-026a-406c-9ef1-a5e68c6ae47e, d47f2ffa-e31e-465f-b9c9-f777a99b9c00, 80181e43-d896-4614-826a-39c8f0132f5a, 14709f32-a727-4799-b324-b28d66e34913, f0734acf-748c-4445-8364-efd2908da4a0, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09918-11.tif;09918:11;Swissair;"Graduates of the hostess course Va/1971 in front of B747-257, HB-IGA ""Genève"" in Zurich-Kloten";;26.06.1971;;;Photography : negative;6 x 6 cm;;Square;coloured;http://doi.org/10.3932/ethz-a-000246962;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09918-11;
dc1047f4-e76d-4b33-82db-a09fe6176fa0;AssetSet;99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, bf8854cf-327e-471d-a270-2af6c26d2a9a, a1543fff-09ca-4628-8f75-89cc3253114c, 190034d4-940d-4004-89a6-5d9f6a8a5496, d3eb50b5-a6e5-4441-92c3-489027016871, a1e3d972-36d1-4e73-854a-8142d489d109, 33e35255-026a-406c-9ef1-a5e68c6ae47e, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 30e94a4d-d5c9-46eb-8dde-f365480a3110, d47f2ffa-e31e-465f-b9c9-f777a99b9c00, 676abce2-153e-46bd-8b0a-41f018449fdf, e669b15b-4bf7-480d-9b28-29c1bbafdb63, 2b1fe3e7-aa0e-4593-9dbe-8d2924958f90, b9820a39-b916-44d3-b0c9-18bb9e337a56, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09958-01.tif;09958:01;Swissair;Graduates of the steward course IIIb/1971 in front of the bow hangar in Zurich-Kloten;;16.09.1971;;;Photography : negative;6 x 6 cm;;Square;coloured;http://doi.org/10.3932/ethz-a-000246980;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09958-01;
81a2cbc2-32a7-443c-bebe-f59a3addafb7;AssetSet;85124a65-6af9-41c5-a54d-423e3d3c0b3c, ce850b02-20e0-4666-a576-c33f6850415a, e669b15b-4bf7-480d-9b28-29c1bbafdb63, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 676abce2-153e-46bd-8b0a-41f018449fdf, bf8854cf-327e-471d-a270-2af6c26d2a9a, d3eb50b5-a6e5-4441-92c3-489027016871, 11fee652-bcdf-4563-b0ce-a2a0ac518bcc, 13259ed2-0be4-47db-bc42-50db1641398e, ab751a01-27cf-4aab-bf50-b036b364824d, 88642a59-74b2-4b4f-aee6-64e75ae9425e, 41feb4b8-55db-4665-8455-927f734544f3, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-10071-03.tif;10071:03;Swissair, Fotograf;New building at Zurich-Kloten Airport;Possibly: FIG district heating system;04.04.1972;FIG district heating plant, 1972. reportage with 40 pictures (selection digitized, no additional motifs available);;Photography : negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000247008;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-10071-03;
50fa87cf-077e-4f74-9041-1a0f8582f202;AssetSet;bb383458-b208-42e0-8b19-9f0c0e453d58, 11fee652-bcdf-4563-b0ce-a2a0ac518bcc, 676abce2-153e-46bd-8b0a-41f018449fdf, 13259ed2-0be4-47db-bc42-50db1641398e, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 85124a65-6af9-41c5-a54d-423e3d3c0b3c, e669b15b-4bf7-480d-9b28-29c1bbafdb63, a1543fff-09ca-4628-8f75-89cc3253114c, 41feb4b8-55db-4665-8455-927f734544f3, d3eb50b5-a6e5-4441-92c3-489027016871, 30e94a4d-d5c9-46eb-8dde-f365480a3110, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 79616396-4154-4239-b1b4-a57422089e78, bf8854cf-327e-471d-a270-2af6c26d2a9a, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-10072-08.tif;10072:08;Swissair, Fotograf;Swissair engine workshop in shipyard 1 and the arched hangar at Zurich-Kloten;;04.04.1972;FIG district heating plant, 1972. reportage with 40 pictures (selection digitized, no additional motifs available);;Photography : negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000247010;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-10072-08;
86cbeb7e-1ba8-4ba4-8c83-420bc59feaf6;AssetSet;f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, b9820a39-b916-44d3-b0c9-18bb9e337a56, e669b15b-4bf7-480d-9b28-29c1bbafdb63, 36c5613e-aa5a-4173-962d-796f0df8cf68, d32bbc1f-6931-4e22-8508-293b91bf8aaa, d47f2ffa-e31e-465f-b9c9-f777a99b9c00, fe49158e-498e-479b-a695-36e2bf25e182, f0734acf-748c-4445-8364-efd2908da4a0, a1e3d972-36d1-4e73-854a-8142d489d109, 863d5565-bfc6-44a2-a84e-021f47583fd9, 180f7c2c-afe6-4cc1-b3a1-45311043b437, 676abce2-153e-46bd-8b0a-41f018449fdf, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 80181e43-d896-4614-826a-39c8f0132f5a, bf8854cf-327e-471d-a270-2af6c26d2a9a, 640731e5-d54a-44ca-a25b-8cbc4b603e66, 59bc8081-a484-4e33-ad19-79931fe32580, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-10144-03.tif;10144:03;Swissair;"Stewards in front of the Boeing 747-257 B, HB-IGA ""Genève"" in Zurich-Kloten";;28.04.1972;Hostesses and stewards in front of a B-747, 1972. Reportage with 12 pictures (selection digitized, no additional motifs available);;Photography : negative;6 x 6 cm;;Square;coloured;http://doi.org/10.3932/ethz-a-000247014;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-10144-03;
b4686531-b28e-4bae-87df-13a2c382b816;AssetSet;ea96ec4f-3f39-4fa4-aa2c-a8395b392213, e669b15b-4bf7-480d-9b28-29c1bbafdb63, 863d5565-bfc6-44a2-a84e-021f47583fd9, bf8854cf-327e-471d-a270-2af6c26d2a9a, 165f9fc5-6139-4d2c-b976-c03d1fba1730, 676abce2-153e-46bd-8b0a-41f018449fdf, fe49158e-498e-479b-a695-36e2bf25e182, c33cd3ba-60d3-4afe-b90a-44153bee799e, cbd51804-a8ec-44ac-ae83-7b49dd5fb8da, 44713c9b-6183-4512-a4ea-f7b0d9749f59, 14709f32-a727-4799-b324-b28d66e34913, 13259ed2-0be4-47db-bc42-50db1641398e, 36c5613e-aa5a-4173-962d-796f0df8cf68, c96be7f9-51df-4501-8cfe-4f8652129dd2, 37330e02-9b09-4c4c-8731-8bd47cb0d71a, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 33e35255-026a-406c-9ef1-a5e68c6ae47e, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, d32bbc1f-6931-4e22-8508-293b91bf8aaa, e334a879-6648-4907-9ad6-a86d3d587f94, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-10192-09.tif;10192:09;Swissair;Boeing 377 Stratocruiser unloading the McDonnell Douglas DC-10 simulator at Zurich-Kloten;Airbus used several Super Guppies for their transports of wings and fuselage parts between Hamburg and Toulouse;ca. 1972;;;Photography : negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000247020;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-10192-09;
c30c63e0-7334-41d2-8dc9-bebe801ea29c;AssetSet;e669b15b-4bf7-480d-9b28-29c1bbafdb63, c4a4dd98-3a6f-4ed6-af98-b55adfc39013, 11fee652-bcdf-4563-b0ce-a2a0ac518bcc, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, d54223df-d85d-4b78-bc22-77f898f719b3, a0f54f53-a526-41aa-8637-2ca452d9a41b, 976e3349-1dd7-45f9-a1f4-c2b55e1a4d0c, 3742b87e-fa0c-47a2-a95b-8bea54e1ac8a, e334a879-6648-4907-9ad6-a86d3d587f94, bf8854cf-327e-471d-a270-2af6c26d2a9a, 4f509f46-6dcd-42ef-bc7b-d5e7569f437f, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 33e35255-026a-406c-9ef1-a5e68c6ae47e, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 676abce2-153e-46bd-8b0a-41f018449fdf, d3ecb878-7a8f-4cf6-9191-2ac9a38968a6, ea96ec4f-3f39-4fa4-aa2c-a8395b392213, 2532d151-864c-4c93-8af7-c8da8e6a5cd6, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-10224-09.tif;10224:09;Swissair, Fotograf;Vertical flight photographs with the RC-10 Aviphot Aerial Camera System for land surveying from the Beechcraft Queen Air, HB-GEY of Swissair Photo + Vermessungen AG in Zurich-Kloten.;HB-GEY;03.11.1972;RC-10 in the Queen-Air, 1972. report with 30 pictures (selection digitized, no additional motives available);;Photography : negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000247031;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-10224-09;
920accd4-f646-4038-adde-e4721eec6fa8;AssetSet;d32bbc1f-6931-4e22-8508-293b91bf8aaa, 847a6626-e8c9-44fe-bc16-78ae9b00c02c, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 863d5565-bfc6-44a2-a84e-021f47583fd9, 37330e02-9b09-4c4c-8731-8bd47cb0d71a, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 640731e5-d54a-44ca-a25b-8cbc4b603e66, b480bf6d-91eb-486b-9654-b6c05fb6ba9f, b9820a39-b916-44d3-b0c9-18bb9e337a56, 180f7c2c-afe6-4cc1-b3a1-45311043b437, f0734acf-748c-4445-8364-efd2908da4a0, 676abce2-153e-46bd-8b0a-41f018449fdf, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 36c5613e-aa5a-4173-962d-796f0df8cf68, a1e3d972-36d1-4e73-854a-8142d489d109, e669b15b-4bf7-480d-9b28-29c1bbafdb63, bf8854cf-327e-471d-a270-2af6c26d2a9a, d47f2ffa-e31e-465f-b9c9-f777a99b9c00, 190034d4-940d-4004-89a6-5d9f6a8a5496, fe49158e-498e-479b-a695-36e2bf25e182, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-10351-05.tif;10351:05;Swissair;Stewards in front of a McDonnell Douglas DC-10 of Swissair in Zurich-Kloten;Instructor Ruedi Niederer;22.01.1974;Stewards in front of DC-10, 1974. reportage with 21 pictures (selection digitized, no additional motifs available);;Photography : negative;6 x 6 cm;;Square;coloured;http://doi.org/10.3932/ethz-a-000249328;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-10351-05;
04b070eb-c487-4123-a340-a5f86da0e66c;AssetSet;4696d908-1794-4451-8d4c-8116dcdaa70a, fe49158e-498e-479b-a695-36e2bf25e182, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 180f7c2c-afe6-4cc1-b3a1-45311043b437, f1ed69cc-c76b-483a-a7ef-a5a3f51ae5f0, d32bbc1f-6931-4e22-8508-293b91bf8aaa, e334a879-6648-4907-9ad6-a86d3d587f94, c96be7f9-51df-4501-8cfe-4f8652129dd2, bf8854cf-327e-471d-a270-2af6c26d2a9a, 847a6626-e8c9-44fe-bc16-78ae9b00c02c, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 14709f32-a727-4799-b324-b28d66e34913, 2a10c466-2cd5-4055-a85b-b7b8b45bc100, 1537ffb4-0189-4a9c-9a7a-458ddead1344, 41feb4b8-55db-4665-8455-927f734544f3, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, f72e940b-6250-4b55-912a-983873524353, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-10562-05.tif;10562:05;Swissair, Fotograf;Geneva-Cointrin taxiway;;30.03.1976;Geneva airport, 1976. reportage with 32 pictures (selection digitized, no additional motifs available);;Photography : negative;6 x 7 cm;;Horizontal;black and white;http://doi.org/10.3932/ethz-a-000249336;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-10562-05;
5806c357-5afe-47e3-bbd6-e6127ab44aa3;AssetSet;13259ed2-0be4-47db-bc42-50db1641398e, bf8854cf-327e-471d-a270-2af6c26d2a9a, 12439916-2379-492e-981b-af7345795f9a, 08897d07-a19a-42ec-8c8d-871ea491fc2d, d3eb50b5-a6e5-4441-92c3-489027016871, 14709f32-a727-4799-b324-b28d66e34913, d0e86081-65dc-496c-9640-ce07a019cb45, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 2658731e-4941-409a-8210-2f9ba18667b1, 41feb4b8-55db-4665-8455-927f734544f3, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, e669b15b-4bf7-480d-9b28-29c1bbafdb63, 676abce2-153e-46bd-8b0a-41f018449fdf, 5d330987-d9b4-4cf6-89dc-06adfc48e2bd, fe49158e-498e-479b-a695-36e2bf25e182, c2ae3c4e-7786-4d2f-8a04-c6edebb793cd, 95f3919c-0601-4a88-845b-ec4fc12be5d1, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-10752-32.tif;10752:32;Swissair, Fotograf;Reproduction of a poster from Zurich-Kloten airport;The area of Kloten Airport;29.03.1982;;;Reproduction photography : negative;2,4 x 3,6 cm;;Vertical;coloured;http://doi.org/10.3932/ethz-a-000250235;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-10752-32;
19eb413e-3407-47e1-9bd6-e382a2d42982;AssetSet;a0f54f53-a526-41aa-8637-2ca452d9a41b, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, bf8854cf-327e-471d-a270-2af6c26d2a9a, 8ce4c623-ca9f-47af-bd6a-bb6f0a4582b4, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 2532d151-864c-4c93-8af7-c8da8e6a5cd6, b3e07948-4178-4a3e-a2e3-45b76b5380fb, e334a879-6648-4907-9ad6-a86d3d587f94, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 39a1a4c7-644f-4440-b834-0559a00c6dd6, bb35c6b5-8f1e-4c8a-a70b-f059736e4183, a1e3d972-36d1-4e73-854a-8142d489d109, 59896f01-75e5-4263-a9b3-9a2be010caca, b9820a39-b916-44d3-b0c9-18bb9e337a56, 180f7c2c-afe6-4cc1-b3a1-45311043b437, 0560baf8-24be-45b2-a2b0-8358a6bd1066, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-000594.tif;"02.07.03 / ";Swissair;Drinks for the first-class passengers in Swissair's Airbus A310-222;;1986;Airbus A310-322 : Service, 1985-1990. reportage with 12 pictures (selection digitized, no additional motifs available);;Photography : diapositive;2,4 x 3,6 cm;;Horizontal;coloured;http://doi.org/10.3932/ethz-a-000250719;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-000594;
45fca9f0-d40a-4fc9-bed8-5099366b2615;AssetSet;e334a879-6648-4907-9ad6-a86d3d587f94, 77ae327b-74e4-477f-8f7a-21813b92b402, 87edf2c7-19ae-4cdd-a77e-38a2907bd987, 180f7c2c-afe6-4cc1-b3a1-45311043b437, 29858dff-b376-40aa-aac8-23ac623c9e0a, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 1539532c-5c5f-45fe-affb-d30bba899060, 5b478cc4-2c65-494a-ad8e-c2c9a8575fd8, bf8854cf-327e-471d-a270-2af6c26d2a9a, 0de948ef-d398-43f2-84fd-d7c35a69afc9, 9766ef77-0ce4-4c7d-bd00-5ccc8b06ed95, f9b5377a-289e-483c-841b-a743b929ab17, 41feb4b8-55db-4665-8455-927f734544f3, 13259ed2-0be4-47db-bc42-50db1641398e, 764f9c9b-827f-4d36-a1e1-d5d9739060bf, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 8ed260fe-408f-4b77-8b05-4430b4e8e2b3, ac070a3a-3d2e-4a2f-bc3a-a7f1e279cd79, 5c63f9be-6dad-4de0-bba6-f9338bb17512, eb0f89c3-24cb-4760-8fb2-a935f088ca58, c2ae3c4e-7786-4d2f-8a04-c6edebb793cd, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-001160.tif;03.11.08 / 3-11-9;Rausser, Fernand;"Boeing 747-357 Combi, HB-IGD ""Basel-Stadt"" in flight over the Matterhorn";;2/1984;Boeing B747-357 in flight over the Alps, 1983-2000. Reportage with 14 pictures (selection digitized, no additional motifs available);;Photography : diapositive;2,4 x 3,6 cm;;Horizontal;coloured;http://doi.org/10.3932/ethz-a-000250814;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-001160;
df4eb389-6e1d-4471-b700-eba01274337e;AssetSet;14709f32-a727-4799-b324-b28d66e34913, 41feb4b8-55db-4665-8455-927f734544f3, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, f0734acf-748c-4445-8364-efd2908da4a0, e05109ad-b02e-4346-9177-d520d5de4a7a, 5b38626f-8e72-4808-9656-67c1c1d0dc4f, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 863d5565-bfc6-44a2-a84e-021f47583fd9, ce850b02-20e0-4666-a576-c33f6850415a, 645dbfc7-98e1-40af-a7b3-4f973dd65538, 62fc0754-20c9-41af-838e-2cb2770ff725, 13259ed2-0be4-47db-bc42-50db1641398e, e334a879-6648-4907-9ad6-a86d3d587f94, 180f7c2c-afe6-4cc1-b3a1-45311043b437, 251bb946-7ad0-4fe5-9ebe-ac1a1c82d1c4, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 04d8e311-b1b7-47fa-bb30-64ec17181a6e, 161d98e7-61af-436f-947c-5950b476c106, 07d00d08-8631-47f0-b93e-f1bdb45f9a87, e669b15b-4bf7-480d-9b28-29c1bbafdb63, 36c5613e-aa5a-4173-962d-796f0df8cf68, bf8854cf-327e-471d-a270-2af6c26d2a9a, fe49158e-498e-479b-a695-36e2bf25e182, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-001612.tif;03.29.02 / 6-2-1;Swissair, Fotograf;Swissair Boeing 747-257 B landing in fog;;1971-1980;Boeing B747-257 : old livery, take-off and landing, 1971-1980. Report with 96 pictures (selection digitized, no additional motives available);;Photography : diapositive;2,4 x 3,6 cm;;Horizontal;coloured;http://doi.org/10.3932/ethz-a-000250883;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-001612;
d3a47aeb-8101-440c-8433-2f0f739be794;AssetSet;36c5613e-aa5a-4173-962d-796f0df8cf68, 566d706f-7b8e-4ce6-8010-4b8e599b786d, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, e05109ad-b02e-4346-9177-d520d5de4a7a, 1e7af920-b2cb-4feb-8b49-567c17a5da1f, 180f7c2c-afe6-4cc1-b3a1-45311043b437, e334a879-6648-4907-9ad6-a86d3d587f94, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, a0f54f53-a526-41aa-8637-2ca452d9a41b, bf8854cf-327e-471d-a270-2af6c26d2a9a, 3742b87e-fa0c-47a2-a95b-8bea54e1ac8a, d54223df-d85d-4b78-bc22-77f898f719b3, 14709f32-a727-4799-b324-b28d66e34913, 33e35255-026a-406c-9ef1-a5e68c6ae47e, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 2532d151-864c-4c93-8af7-c8da8e6a5cd6, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-001986.tif;"03.30.11 / ";Swissair, Fotograf;Captain, co-pilot and flight engineer in the cockpit of a Swissair Boeing 747-257 (jumbo);Left: Captain Ernst Fischli (1926-2004) in Swissair flight service from 1952 to 1983.;1971-1984;Boeing B747-257 : Cockpit with crew, 1971-1984. reportage with 165 pictures (selection digitized, no additional motives available);;Photography : diapositive;2,4 x 3,6 cm;;Horizontal;coloured;http://doi.org/10.3932/ethz-a-000250926;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-001986;
