title,date,name,role,img,party
Payerne : un élu PLR parmi les auteurs des tags racistes des Brandons,12 mars 2025,Lionel Voinçon,Municipal payernois,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FLionel_Voincon_aec3172158.png&w=3840&q=75,PLR - VD
Perquisitions et soupçons de blanchiment : l’élu UDC Werner Furrer démissionne,14 octobre 2002,Werner Furrer,Député,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FWerner_Furrer_e5c4b37bc1.png&w=3840&q=75,UDC - ZH
Peter Spuhler pincé pour évasion fiscale,11 février 2026,Peter Spuhler,Ancien conseiller national UDC de 1999 à 2012,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fpeter_spuhler_1_e45bc83045.jpg&w=3840&q=75,UDC - ZH
Philipp Gut fait l'objet d'une procédure pénale,12 juin 2016,Philipp Gut,Rédacteur en chef adjoint du magazine Weltwoche,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FPhilipp_Gut_ff9c94d66d.png&w=3840&q=75,UDC - AG
Philippe Demierre et l’UDC accusés de propos discriminatoires contre les Palestiniens,10 novembre 2025,Philippe Demierre,Conseiller d'État,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fphilippe_demierre_1_2ee038193e.jpg&w=3840&q=75,UDC - FR
 Philippe Nantermod veut interdire aux gens du voyage d’entrer en Suisse,14 mai 2025,Philippe Nantermod,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FPhilippe_Nantermod_ce4e9ba975.png&w=3840&q=75,PLR - VS
Pirmin Schwander défile avec l'extrême droite lors d'une manifestation prônant la remigration,28 septembre 2024,Pirmin Schwander ,Conseiller d'État,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fpirmin_schwander_1_99d32e7190.PNG&w=3840&q=75,UDC - SZ
Plainte pénale contre un jeune UDC pour captation de suffrages,06 mai 2009,Robert Devenoges,Membre,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FRobert_Devenoges_5481f44bec.png&w=3840&q=75,UDC - SG
Plusieurs plaintes pour racisme à l'encontre du MCG,25 septembre 2013,Mouvement Citoyens Genevois,Parti,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FMCG_Logo_3126874254_eab66839c5.png&w=3840&q=75,MCG - GE
Politique et secte : Luzi Stamm invité par Ivo Sasek,15 novembre 2015,Luzi Stamm,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FLuzi_Stamm_3620483127.png&w=3840&q=75,UDC - AG
Pour Albert Rösti une condamnation pour discrimination raciale c'est un détail,13 avril 2017,Albert Rösti,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FRoesti2_9264af73f0.png&w=3840&q=75,UDC - BE
Pour Blocher les Juifs ne se préoccupent que de l'argent,01 mars 1997,Christoph Blocher,Député au Grand Conseil,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FBlocher2_6f226ff11d.png&w=3840&q=75,UDC - ZH
"Pour Charles Poncet les squatteurs sont des ""morpions""",01 janvier 2007,Charles Poncet,Député au Grand Conseil,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FCharles_Poncet_b6f51ea512.png&w=3840&q=75,PLR - GE
"Pour Freysinger, les victimes de Srebrenica sont des combattants, pas des victimes de génocide",16 août 2013,Oskar Freysinger,Conseiller National et Conseiller d'Etat valaisan,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FFreysinger2_7c5ca01ac4.png&w=3840&q=75,UDC - VS
"Pour Giuliano Bignasca, l'équipe suisse de football aligne trop de Noirs dans ses rangs",25 juin 2010,Giuliano Bignasca,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGiuliano_Bignasca_9479f39a43.png&w=3840&q=75,La Lega - TI
Pour Ivan Thévoz (UDF) la victoire de Nemo à l'Eurovision est le «signe d'une dégénérescence»,16 mai 2024,Ivan Thévoz,Député au Grand Conseil,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FIvan_Thevoz_35078626b7.png&w=3840&q=75,UDF - FR
"Pour Jérémy Gardiol, être homo «est une maladie»",19 septembre 2013,Jérémy Gardiol,Conseiller municipal de Vandoeuvre,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FJeremy_Gardiol_adb64d4cc8.png&w=3840&q=75,UDC - GE
"Pour Michael Frauchiger, les membres UDC sont plus discriminés que les homosexuels",28 janvier 2020,Michael Frauchiger	,Membre,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FPortrait_frauchiger_6274a8968b.jpg&w=3840&q=75,UDC - ZH
Pour Michael Graber les musulmans sont responsables des violences faites aux femmes,15 décembre 2025,Michael Graber,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FMichael_Graber_fd2b3bef7b.jpg&w=3840&q=75,UDC - VS
Pour Michael Rüfenacht la hausse des primes maladie est due à l'immigration,21 janvier 2026,Michael Rüfenacht,Conseiller municipal,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FMichael_Ruefenacht_612f33553b.png&w=3840&q=75,UDC - BE
Pour Nicolas Kolly (UDC) les féminicides n'ont qu'une seule cause: les étrangers,20 août 2025,Nicolas Kolly,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FNicolas_Kolly_5be80e64ac.png&w=3840&q=75,UDC - FR
"Pour Roger Köppel, le drame de Crans-Montana est dû à la libre circulation",05 janvier 2026,Roger Köppel,Ancien Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FKoeppel2_d7d9d62ef9.png&w=3840&q=75,UDC - ZH
"Pour Ueli Maurer, l’immigration rend la Suisse démente",08 août 2024,Ueli Maurer,Ancien conseiller fédéral et ancien président UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FUeli_Maurer_2022_07fd6f99aa.jpg&w=3840&q=75,UDC - ZH
"Pour Ueli Maurer, le Covid était une «hystérie sciemment attisée»",20 janvier 2024,Ueli Maurer,Ancien Conseiller Fédéral,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FUeli_Maurer_2022_07fd6f99aa.jpg&w=3840&q=75,UDC - ZH
Pour Yves Nidegger la loi anti racisme ne sert à rien,30 avril 2014,Yves Nidegger,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FYves_Nidegger_50ce8d6773.png&w=3840&q=75,UDC - GE
Pour la députée A. von Allmen Benoit les gazaouis sont des terroristes jusqu'à preuve du contraire,04 novembre 2025,Armelle von Allmen-Benoit,Députée au Grand Conseil,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FArmelle_von_Allmen_Benoit_de705953c5.png&w=3840&q=75,PLR - NE
"Pour le président de l'UDF, l'Eurovision à Bâle est une «une tentative de lavage de cerveau»",23 octobre 2024,Daniel Frischknecht,Président de l'UDF,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FDaniel_Frischknecht_51a884a0d5.png&w=3840&q=75,UDF - TG
"Pour les renvois forcés, Benjamin Fischer souhaite légaliser la médication forcée",27 septembre 2024,Benjamin Fischer,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FBenjamin_Fischer_79778583aa.png&w=3840&q=75,UDC - ZH
"Président des Jeunes UDC neuchâtelois, Stève Cao, a un tatouage nazi",17 décembre 2017,Stève Cao,Président Jeune,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fcao_31600000465_steve_1_c6486060f1.jpg&w=3840&q=75,UDC - NE
Propos anti‑musulmans : Charles Poncet disqualifié par la CCI,07 décembre 2023,Charles Poncet,Ancien conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FCharles_Poncet_b6f51ea512.png&w=3840&q=75,PLR - GE
Propos choc des jeunes UDC du Valais romand,24 août 2017,Jeunes UDC du Valais romand,Section cantonale,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fjeunes_VS_Romands_ee9ccbd398.png&w=3840&q=75,UDC - VS
Propos homophobes d’un élu UDC lors d’un débat officiel,19 décembre 2017,Daniel Regli,Conseiller municipal,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FDaniel_Regli_49b6e324d3.jpg&w=3840&q=75,UDC - ZH
Propos racistes de la part de Peter Riebli au parlement de Bâle-Campagne,13 juin 2024,Peter Riebli,Président de l'UDC Bâle-Campagne,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FPeter_Riebli_0f1c917746.png&w=3840&q=75,UDC - BL
« Protéger la Suisse » : Un document de travail du PLR copie la rhétorique de l'UDC,23 janvier 2026,FDP - PLR,Parti national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fplr_aca176b572.png&w=3840&q=75,PLR - CH
Quand Glarner dénonce la “censure” plutôt que le racisme,13 juillet 2017,Andreas Glarner,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
Quand l'UDC Tessin dépeignait les frontaliers italiens comme des rats,01 octobre 2010,Pierre Rusconi,Président de l'UDC Tessin,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FPierre_Rusconi_51bbac8e4d.png&w=3840&q=75,UDC - TI
Quand l'UDC refuse de protéger les femmes battues au nom de la sphère privée,22 septembre 2003,SVP - UDC,Parti national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fudc_f7abebfbbf.png&w=3840&q=75,UDC - CH
Quand l’UDC valide la haine raciale contre ses propres candidats,06 février 2026,Josée-Christine Lavanchy,Conseillère communale à Lausanne,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fjosee_christine_lavanchy_1_9e9516f5be.jpg&w=3840&q=75,UDC - VD
Quand la Weltwoche convie l’architecte de la stratégie Trump,07 mars 2018,Roger Köppel,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FKoeppel2_d7d9d62ef9.png&w=3840&q=75,UDC - ZH
Quand la diffamation mène à la justice : le cas Ruben Ramchurn,09 avril 2024,Ruben Ramchurn,Conseiller communal,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FRuben_Ramchurn_014bb30cbc.png&w=3840&q=75,Autre - VD
"Racisme assumé, condamnation absente à l’UDC",19 janvier 2017,Paul Mayer,Président de l'UDC Weinland,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FPaul_Mayer_685723565d.jpg&w=3840&q=75,UDC - ZH
Racisme et négationnisme: le cas Ernst Indlekofer,24 août 1998,Ernst Indlekofer,Membre,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fquestion_mark_vector_icon_4037039933_4a92b66344.jpg&w=3840&q=75,UDC - BS
"Ramon Hug (UDC): « Junge Tat et nous, c’est la même chose »",27 mars 2024,Ramon Hug,Président des Jeunes UDC (AG),/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FRamon_Hug_26d2f4f279.png&w=3840&q=75,UDC - AG
Remigration: le virage radical de Sarah Regez,01 mai 2023,Sarah Regez,Membre du comité directeur des Jeunes UDC de Bâle-Campagne,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FSarah_Regez_5831093f23.jpg&w=3840&q=75,UDC - BL
Roger Etter partage les mêmes idées que les anciens Waffen-SS,26 septembre 1999,Roger Etter,Candidat au Conseil national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FRoger_Etter_f4030194f7.png&w=3840&q=75,UDC - TI
Roger Etter reconnu coupable de tentative d'assassinat,07 septembre 2004,Roger Etter,Ancien député,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FRoger_Etter_f4030194f7.png&w=3840&q=75,UDC - TI
Roger Köppel accueille l'autocrate Aleksandar Vučić lors d'une conférence à Zürich,04 décembre 2024,Roger Köppel,Ancien conseiller national UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FKoeppel2_d7d9d62ef9.png&w=3840&q=75,UDC - ZH
"Roger Köppel, conseiller national, est accusé d'avoir violé le secret de fonction",06 avril 2022,Roger Köppel,Journaliste et conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FKoeppel2_d7d9d62ef9.png&w=3840&q=75,UDC - ZH
Roger Köppel engage Alice Weidel (AfD) comme chroniqueuse pour la Weltwoche,27 novembre 2024,Roger Köppel,Ancien conseiller national UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FKoeppel2_d7d9d62ef9.png&w=3840&q=75,UDC - ZH
Roger Köppel rêve d'une Commission européenne dirigée par Orbán et Vučić,28 septembre 2024,Roger Köppel,Ancien conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FKoeppel2_d7d9d62ef9.png&w=3840&q=75,UDC - ZH
Roger Köppel: une déclaration sexiste qui renverse la responsabilité sur la victime,12 décembre 2017,Roger Köppel,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FKoeppel2_d7d9d62ef9.png&w=3840&q=75,UDC - ZH
Romain Barras : le candidat UDC rattrapé par ses condamnations,13 octobre 2001,Romain Barras,Candidat au Conseil d'Etat,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FRomain_Barras_a2e14a17e2.png&w=3840&q=75,UDC - FR
"Roman Bürgi se dit favorable à une ""remigration partielle""",23 mai 2024,Roman Bürgi,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Froman_buergi_c81a6fabfe.jpg&w=3840&q=75,UDC - SZ
"Roman Bürgi trouve une action du groupe néonazi Junge Tat ""amusante""",23 mai 2024,Roman Bürgi,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Froman_buergi_c81a6fabfe.jpg&w=3840&q=75,UDC - SZ
Rudolf Vogel condamné pour avoir frappé un étranger ,03 septembre 2020,Rudolf Vogel,Député,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FRudolf_Vogel_720x720_4978ac9af4.jpg&w=3840&q=75,UDC - BS
Saint‑Gallen : une salle qui applaudit une phrase islamophobe,12 décembre 2024,Andreas Glarner,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
« Sale nègre » : vidéo raciste postée sur Facebook par un élu UDC,05 janvier 2017,Christian Klambaur,élu communal,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FChristian_Klambaur_3c705684c9.png&w=3840&q=75,UDC - ZH
Scandale au Palais fédéral: des élus UDC se bagarrent avec la police,12 juin 2024,Thomas Aeschi,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FThomas_Aeschi_2023_5b3f712772.jpg&w=3840&q=75,UDC - ZG
Sexisme à l’UDC : un malaise révélé au grand jour,09 décembre 2017,SVP - UDC,Conseillers nationaux,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fudc_f7abebfbbf.png&w=3840&q=75,UDC - CH
Sexisme et racisme sur les réseaux sociaux de Derek Richter (UDC),14 juin 2015,Derek Richter,Conseiller communal,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FDerek_Richter_187cfb0923.png&w=3840&q=75,UDC - ZH
Soleure: Un candidat UDC au Grand Conseil condamné pour détournement,01 février 2001,Roland Haas,Candidat UDC au Grand Conseil,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fquestion_mark_vector_icon_4037039933_4a92b66344.jpg&w=3840&q=75,UDC - SO
"Soupçonné de trafic de drogue, le député UDC Kevin Kunz démissionne",16 janvier 2026,Kevin Kunz,Député au Grand Conseil,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FKevin_Kunz_4868e16cc0.png&w=3840&q=75,UDC - SO
Soupçons néonazis: l’UDC laisse Sébastien Thomas siéger,27 janvier 2023,Sébastien Thomas,Député‑suppléant,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FSebastien_Thomas_70ceb29f81.png&w=3840&q=75,UDC - GE
"Suite à un tweet de Glarner, une élue du Centre menacée de mort et sous protection policière",22 octobre 2024,Andreas Glarner,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
"Suite à une interview de l'ambassadrice d'Israël, Nantermod compare la RTS à ""RadioMollah""",16 juin 2025,Philippe Nantermod,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FPhilippe_Nantermod_ce4e9ba975.png&w=3840&q=75,PLR - VS
"Suite aux problèmes de scrutin à Vernier, Yves Nidegger cible les étrangers",30 novembre 2025,Yves Nidegger,Élu au Grand conseil,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FYves_Nidegger_50ce8d6773.png&w=3840&q=75,UDC - GE
"Sur Facbook, Andreas Glarner attaque deux femmes sur leur apparence",20 juin 2016,Andreas Glarner,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
"Sur Facebook, Brigitta Maria W. indique vouloir éliminer l'islam",08 juillet 2012,Brigitta Maria W.,Membre UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fquestion_mark_vector_icon_4037039933_4a92b66344.jpg&w=3840&q=75,UDC - LU
"Sur Facebook, Diana R. soutient l'idée d'enterrer des porcs morts sur les chantiers de mosquées",08 juillet 2012,Diana R.,Membre UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fquestion_mark_vector_icon_4037039933_4a92b66344.jpg&w=3840&q=75,UDC - SG
"Sur Facebook, une membre UDC tient des propos islamophobes et anti-réfugiés extrêmement graves",08 juillet 2012,Andrea F.,Membre UDC - Wiesendangen,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fquestion_mark_vector_icon_4037039933_4a92b66344.jpg&w=3840&q=75,UDC - ZH
"Sur Twitter, Olivier Chanson loue le travail de Junge Tat",04 octobre 2023,Olivier Chanson,"Candidat UDC au Conseil national, membre du comité directeur des Jeunes UDC ZH",/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Folivier_chanson_1_e48ebb3957.jpg&w=3840&q=75,UDC - ZH
"Sur Twitter, Sarah Regez affirme que Sanija Ameti n'a pas sa place en Suisse",08 mai 2025,Sarah Regez,Cheffe Stratégie des Jeunes UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FSarah_Regez_5831093f23.jpg&w=3840&q=75,UDC - BL
"Sur Twitter, un Jeune UDC neuchâtelois répète des discours haineux et appels à la violence",11 avril 2024,Jeunes UDC NE,Membre du comité des Jeunes UDC Neuchâtel,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fudc_f7abebfbbf.png&w=3840&q=75,UDC - NE
"Sur l'écologie, Oskar Freysinger fait dans la grossophobie",09 juillet 2019,Oskar Freysinger,Ancien Conseiller d'État UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FFreysinger2_7c5ca01ac4.png&w=3840&q=75,UDC - VS
"Sur sa page personnelle du site de l'UDC, Olivier Chanson parle d'invasion d'étrangers",01 janvier 2023,Olivier Chanson,Membre UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Folivier_chanson_1_e48ebb3957.jpg&w=3840&q=75,UDC - ZH
Suspension du compte Twitter de Roger Köppel pour un tweet ayant fait l'apologie du viol,08 juin 2022,Roger Köppel,Journaliste et conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FKoeppel2_d7d9d62ef9.png&w=3840&q=75,UDC - ZH
Thomas Aeschi tient des propos déshumanisants sur les requérants d'asile,22 juin 2025,Thomas Aeschi,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FThomas_Aeschi_2023_5b3f712772.jpg&w=3840&q=75,UDC - ZG
Thomas Aeschi tient des propos racistes lors d'un débat au Conseil national,22 mars 2022,Thomas Aeschi,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FThomas_Aeschi_2023_5b3f712772.jpg&w=3840&q=75,UDC - ZG
Thomas Matter compare Lausanne et Genève à des pays étrangers,13 mars 2025,Thomas Matter,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FThomas_Matter_33a68d79dc.png&w=3840&q=75,UDC - ZH
Thomas Meier : un élu UDC condamné pour diffamation à Zurich,23 septembre 2002,Thomas Meier,Conseiller municipal et président du groupe UDC de la ville de Zurich,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fquestion_mark_vector_icon_4037039933_4a92b66344.jpg&w=3840&q=75,UDC - ZH
Thomas Stettler juge que son parti est xénophobe,25 octobre 2023,Thomas Stettler,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FThomas_Stettler_portrait_cropped_ced94c3f05.jpg&w=3840&q=75,UDC - JU
Thomas Stettler souhaite moins d'immigration pour sauver la biodiversité,26 août 2024,Thomas Stettler,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FThomas_Stettler_portrait_cropped_ced94c3f05.jpg&w=3840&q=75,UDC - JU
"Tobias Steiger est viré de l'UDC, il rejoint alors PNOS",16 juillet 2015,Tobias Steiger,Président de l'UDC de Dornach,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FTobias_Steiger_35baeecd1d.png&w=3840&q=75,UDC - SO
Toni Bortoluzzi : Les homosexuels ont « un lobe du cerveau qui tourne à l'envers »,06 juin 2014,Toni Bortoluzzi,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FToni_Bortoluzzi_e01a976891.png&w=3840&q=75,UDC - ZH
Toni Brunner veut des « camps fermés avec grillages » pour les requérants d'asile,01 octobre 2012,Toni Brunner,Président de l'UDC Suisse,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FToni_Brunner_61759e4cf7.png&w=3840&q=75,UDC - SG
Travailleurs polonais sans permis : l’UDC Jean Fattebert devant la justice,21 juillet 2001,Jean Fattebert,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FJean_Fattebert_aa2d51408e.png&w=3840&q=75,UDC - VD
Travaux illégaux et salle de banquet : Lionel Dugerdil rattrapé par la justice,17 février 2023,Lionel Dugerdil,Candidat UDC au Conseil d’État,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FLionel_Dugerdil_e8a8209ee6.png&w=3840&q=75,UDC - GE
UDC Neuchâtel : Niels Rosselet-Christ assume l’emploi d’une militante d’extrême droite,19 octobre 2023,UDC Neuchâtel,Section cantonale,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fudc_f7abebfbbf.png&w=3840&q=75,UDC - NE
UDC Valais : un membre actif dans le groupuscule néonazi Militants Suisses,17 avril 2021,Simon Andenmatten,Membre Jeunes UDC Valais,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FSimon_Andenmatten_69a5abb786.png&w=3840&q=75,UDC - VS
UDC Valais : une élue prend la défense de militants néonazis,21 décembre 2020,Marion Vergères,Élue au Conseil général de Sion,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FMarion_Vergeres_06835b05b2.png&w=3840&q=75,UDC - VS
Ueli Maurer anime une conférence à un congrès antivax,06 avril 2024,Ueli Maurer,Ancien conseiller national UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FUeli_Maurer_2022_07fd6f99aa.jpg&w=3840&q=75,UDC - ZH
Ueli Maurer apporte son soutien à la leader de l'AfD,01 février 2025,Ueli Maurer,Ancien conseiller national UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FUeli_Maurer_2022_07fd6f99aa.jpg&w=3840&q=75,UDC - ZH
Ueli Maurer porte un tee-shirt antivax à un rassemblement UDC,12 septembre 2021,Ueli Maurer,Conseiller fédéral,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FUeli_Maurer_2022_07fd6f99aa.jpg&w=3840&q=75,UDC - ZH
"Ueli Maurer s'offre une page de la NZZ pour dénoncer une ""dictature"" médiatique",12 janvier 2025,Ueli Maurer,Ancien Conseiller Fédéral,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FUeli_Maurer_2022_07fd6f99aa.jpg&w=3840&q=75,UDC - ZH
Uli Windisch : porte-voix d’un dessinateur raciste et antisémite,21 juin 2016,Uli Windisch,Fondateur lesobservateurs.ch,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FUli_Windisch_eb9e72bdb0.png&w=3840&q=75,Aucun - GE
Uli Windisch veut la suppression de la Commission fédérale contre le racisme,03 juillet 2016,Uli Windisch,Fondateur LesObservateurs.ch,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FUli_Windisch_eb9e72bdb0.png&w=3840&q=75,Aucun - GE
Ulrich Schlüer (UDC) : Les requérants d'asile sont de la « racaille »,14 août 2012,Ulrich Schlüer,Ancien conseiller national ,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FUlrich_Schlueer_d6677863b5.png&w=3840&q=75,UDC - ZH
Ulrich Schlüer : « Il faut donner une bonne raclée aux historiens »,11 décembre 1999,Ulrich Schlüer,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FUlrich_Schlueer_d6677863b5.png&w=3840&q=75,UDC - ZH
Un UDC argovien arrêté pour pédophilie,01 septembre 2023,Patrick Frei,Députés au Grand Conseil argovien,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fpatrick_frei_1_6867b4edf5.jpg&w=3840&q=75,UDC - AG
Un UDC assiste à un mariage néonazi,16 mai 2025,Christian Huber,Coprésident d'une section locale de l'UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FChristian_Huber_1_56beb90622.jpg&w=3840&q=75,UDC - LU
"Un UDC genevois poste un tweet islamophobe, puis répond par un meme affichant un nazi",10 mars 2024,Manuel de Almeida,Conseiller municipal,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fmanuel_de_almeida_d4564957b9.jpg&w=3840&q=75,UDC - GE
